,0,1,2,3,4,5,6,7,8,9,10,11,12
30979,TUBB6,ZNF610,MAP2K1,KPNA4,SERTAD2,LAMC1,TMEM116,AL049830.3,CRB2,LINC01422,ARHGEF3,SEMA3F-AS1,CAPN3
30980,STAT5A,AC090515.2,TSEN34,AP2M1,CAMSAP2,APCDD1,AKIP1,TSSK3,AL354793.1,AC009560.1,AC011773.4,AC068025.1,MUC12
30981,FAR2,AL031772.1,COL4A3BP,MYL6,MYO10,LRTOMT,DHCR24,MFSD2B,AL049712.1,AC092757.3,PLEKHG1,AC067930.1,MYOM1
30982,PRKAR2A,ALDOC,C5orf15,ADIPOR1,GEM,TNRC6B,MKRN1,HPDL,TSPAN16,AC002091.1,RNASE2,AC026150.3,LINC01336
30983,PIK3R5,MSANTD3,MALAT1,RMND5A,WNT5B,CCL3L1,OSBPL8,GDF10,SORBS1,UPB1,DDX46,CRLF1,LINC01597
30984,JAK1,LMNA,PLGRKT,ST3GAL2,AC005264.1,MFSD14B,ZNF276,FAM153C,AL031731.1,RGS5,ZNF32,AC023389.1,AC138356.1
30985,PPP2R5C,MSTO1,SIRPB2,MTFR1L,AC022893.1,RAB5IF,SPTLC1,CELF5,IGHV1-69D,GUCA1B,ARL6IP4,TRAV22,LINC01023
30986,REEP3,HIST1H2AE,ARL11,ADGRD1,TMPPE,OBSCN,TMBIM6,AC025176.1,PRR4,DDR2,ANKS6,AC069431.1,NEXN
30987,ERGIC3,CROT,DEF6,SIGLEC12,ADORA2B,ADAM28,SLC2A9,ZNF295-AS1,AC012074.1,MATN1,CLDND2,MFSD2B,CLEC12A
30988,CHD1,MPI,USP1,WASF1,SFTPD,SOGA1,CLTC,AC023794.7,AC025580.2,PRKCZ-AS1,ZNF793,AC106886.3,OLFM1
30989,LCORL,ASIP,DDX3Y,AC144831.1,KLHL14,MKL1,MLLT3,FRMD6,AC104423.1,ZNF233,BAX,AC002310.2,ZNF365
30990,STX18,RRP9,TM9SF3,SLC17A9,CLEC17A,IGFLR1,YWHAH,AL121917.1,AC027682.2,XKR9,CITED2,NRXN2,MMP9
30991,MTMR3,CFL2,RNF41,ZNF235,MPRIP-AS1,KRT1,ARL6IP4,AL136172.1,SPTB,MTCP1,AC100793.2,SMPDL3B,CLEC5A
30992,MTMR10,ZNF682,TBC1D1,FMO5,TMEM150A,SCN9A,KIF13B,AL023803.2,MMRN2,AL161772.1,ZNF530,AL049830.3,ZNF772
30993,AP3B1,AC005332.8,PXK,USP49,NPLOC4,LINC00309,PHYH,TMEM232,SLC5A4,LINC01801,Z98885.3,AC092587.1,Z84485.1
30994,AC009506.1,ZBP1,USO1,REG4,CAPRIN1,RAB7A,CCDC159,C1orf147,ADAM20,GJB6,ZNF613,AC239803.2,LINC00278
30995,UBE2E2,ZNF131,UTP3,SRSF9,DISC1,TP53I11,QPRT,AC026741.1,AL031123.1,AC127070.2,C19orf73,AL157373.2,SKAP1-AS1
30996,BEST1,RANBP1,MED30,TM9SF3,CCDC26,TSC22D2,AC105446.1,TUBA8,GPR63,AC233976.1,ZBTB20-AS2,AL358113.1,AC108471.2
30997,SRP72,PEX3,CGGBP1,VSIG4,MIR3945HG,UBIAD1,AL161935.3,TRAV16,AP000350.5,AL022157.1,NACA2,NUDT4B,AL033528.2
30998,CEP350,FAM167A,NLRP1,HSPBAP1,ACP5,P2RX5-TAX1BP3,HK2,ZNF334,AL162414.1,OTUD6A,RGMB,MYORG,AL691403.2
30999,FAM135A,GEM,MZT1,CBX4,ZNF316,OTOA,TRIM25,TPD52L1,MMP15,C17orf53,AC025259.3,AC099550.1,HSF4
31000,ITCH,TP53I13,SKIL,ACSF3,TFCP2,SPEG,NLRX1,AL158196.1,TEPP,ZNF571-AS1,AL353759.1,RNF222,LZTS3
31001,RNF41,C22orf46,UTP18,TPM1,PES1,BAIAP2,SPG7,FHDC1,AC092111.1,ZBTB20-AS5,FBXL14,AC135178.2,BCKDHA
31002,MGME1,ANKAR,SDHAF3,LDLR,OSR2,WNT6,PTGDR2,TRAV22,ITPKA,KLHL13,TMC8,AC136604.2,SEZ6
31003,OTUB1,USP30-AS1,YTHDF2,USF1,AC012236.1,CD248,FAM160A2,COL10A1,SRSF12,AC020928.3,FOXN3-AS1,MT3,RBM11
31004,FAM30A,LINC01560,STAC3,ENGASE,CIDEB,LAMB1,USP31,TTC39A-AS1,RUNDC3A-AS1,AC002116.2,AP001437.1,NKPD1,DDX60L
31005,EHD4,RPL15,RNF113A,UTP6,RPL9,TGM1,ATP5F1A,AC027290.1,APLP1,FFAR1,NDUFA3,DENND6A-AS1,ZNF501
31006,G6PC3,HLA-DQB2,CDC5L,RAE1,GALNT6,AC011444.2,PKN1,RHPN2,AL160313.1,HID1,POP5,NME9,DLG5
31007,RAB14,IDNK,GSDMD,SDHC,RBM23,AC011511.5,FKBP2,FNDC4,MIR200CHG,SYNE4,PARK7,AC012645.4,AC009163.7
31008,LMNA,MRPL49,PPP2R3C,MAP2K7,CTSV,AL359265.3,HNRNPH1,AC073610.3,AC091152.2,AC009812.3,MCF2L-AS1,AC055764.2,AC093227.1
31009,SOGA1,SNTA1,DDX3X,B4GALT5,LIM2,AP003469.4,TM9SF2,AC005498.2,PWP2,AC008875.1,TMOD1,OVOL1,DEGS2
31010,TP53INP2,ADPRM,ARID4A,PTK2,AC034199.1,TICAM2,PINK1,ASB14,LRRTM2,RNF157-AS1,B3GLCT,AC106782.6,FANCC
31011,GOLPH3,RASSF7,SUZ12,LRRC36,AC009630.2,STXBP1,AC022706.1,SORCS3,GNB3,RIMS2,MYL12B,IRF6,EXOC3L1
31012,RNF114,AP003392.4,NCBP2,ACVRL1,AP000692.2,NEK4,CLEC12B,LTBP2,AC106779.1,ZNF285,GNS,AC016590.3,AC009318.3
31013,ELF1,KDM8,CCM2,GIPR,UGCG,VAPA,CASP8,ACTA2-AS1,SYN2,STX1B,NAPA-AS1,ASB14,AL359644.1
31014,LARP7,ZNF224,RFLNB,C11orf74,SLC16A10,ITGA3,RTL10,DENND6A-AS1,AL132996.1,ADCY6,RAN,HCFC2,LRRC56
31015,LAG3,NEK5,MAN1A2,TMEM179B,WWC2,AL050343.1,DEF6,AL139339.1,AC022929.2,SERP2,TMED5,C1QC,CD300LF
31016,TMEM189,AC106712.1,DTNBP1,AC008915.2,FAXDC2,IFITM10,ELF4,SLC30A3,AL356234.2,TMEM110-MUSTN1,CLSTN1,FP236383.3,CSF3R
31017,DLGAP4,NUDT16L1,TMEM243,ZMYM2,AP3D1,CCDC13,YARS,LINC01764,AL359922.2,ASPRV1,PTGDR,EXO1,MIR9-3HG
31018,SELENOF,AC025569.1,TOR1A,MMP14,ACOX1,RAB15,FGF11,AL929472.2,ACER2,BYSL,SSB,HTR2B,ADD2
31019,NT5C2,AVPI1,GLOD4,ZBTB47,AP000977.1,ZGPAT,MPST,ZNF709,ABCG2,HDHD3,ILF3-DT,SLC6A4,AL356417.3
31020,HNRNPC,ARHGAP44,SEC13,AC097634.3,FAM177B,NREP,ESD,AC023509.2,AL390067.1,AURKB,RPL13A,OSTN-AS1,AC136475.9
31021,OXA1L,LAGE3,BMP2K,AMOTL1,BAZ2A,SETDB2,LSM4,LINC01873,AC018557.1,DTL,ULBP2,ENPP1,AC084036.1
31022,RTF2,XKR6,PPP1R14B,AC233280.1,RRAGC,ZFYVE16,RAP2A,ITGA7,PLA2G4E-AS1,RAB3IP,ZNF283,AC107067.1,AC106782.2
31023,NSFL1C,HOXB7,CALHM2,LINC02285,ITIH4,SPATS2L,TCAP,AC010422.2,RBFOX2,ISYNA1,SERPINH1,CCDC81,MMP28
31024,CLN8,TSR2,KIAA2013,RBMS1,AL157392.5,CLCN7,WDR97,AC011446.1,AC116366.2,ZNF138,AC006157.1,Z98885.2,AC008035.1
31025,ATF5,TCAF2,RAB11B,GPAT4,ALKBH7,GPR34,LMTK3,AC010273.1,LINC02086,TSHR,RPS15A,DLGAP2,AL137186.2
31026,SMIM7,ZNF502,LYRM4,HDAC2-AS2,PDPK1,EXD2,IL27,LINC02288,AC008770.2,SPTSSB,TMEM123,ISL2,MIR646HG
31027,BZW1,KCNA5,HMOX1,AC100830.1,CTDNEP1,CHMP4B,ZNF630,AC011444.1,AC055876.5,FAM90A1,MCM4,YEATS2-AS1,AP000866.1
31028,DLEU2,TRBV5-4,SENP6,CXCR1,FAM135A,TCP11L2,LIPC,AC069431.1,CCBE1,GUCY2C,PCMT1,MME,KLLN
31029,SCARF1,RASSF6,NSMCE3,POLK,SLC44A1,PPP1R3G,CACUL1,AL136304.1,IQCA1,C8orf88,SUMF2,DGKK,SOX13
31030,TRMT1,ALG1L,ATF1,LCNL1,ARF5,CCDC62,NDUFB7,AL157373.2,PRSS16,CSRP2,ATP1A1,AC103957.2,SLC11A1
31031,ENG,SLC12A3,CD2,FLOT2,ING3,RBMS1,HELZ,LRFN2,LINC02503,C6orf52,GRIP1,MXRA8,LINC00968
31032,PLPP5,PIK3IP1-AS1,DGKZ,NUAK2,SELENOO,CTTNBP2,AC009948.4,COL13A1,SUSD2,SLC7A11,TANK,CPXM1,NEO1
31033,PCK2,PLA2G12A,MANBA,UCHL3,ARHGEF26,ZGLP1,AC018529.2,AC006254.1,MROH7,TMEM220-AS1,GPAT2,DNAJC28,CEP72
31034,LGALS8,KCNK10,TATDN1,Z93241.1,CRHBP,LY9,IL17RE,KCNK5,CNTD1,AC001226.2,PFDN2,ZNF843,LDHD
31035,DPY19L1,EML6,KDM6B,EIF4EBP2,RAB43,ZNF438,SCRG1,CRLF1,AC005479.2,ZNF503-AS2,SSBP1,TMEM45A,AL133523.1
31036,ATP1B1,CASC1,ELAVL1,PHF21A,RASA4B,PPM1J,CCDC136,AL135818.2,RYR3,NUPR2,VPS25,DDX39B-AS1,BNC2
31037,HNRNPUL1,NLGN4Y,MAPK1IP1L,KIAA0232,STAP2,IGFBP3,RTN4R,SAMMSON,LINC01424,APOE,ZMAT3,RASSF8-AS1,IMPDH1
31038,ERH,SYNPO2L,MAPKAPK5-AS1,GDAP2,AL031728.1,NIPBL,AC004520.1,AL353597.1,COL27A1,ZNF229,TIGIT,USP43,TBXAS1
31039,HPS3,LCTL,UHMK1,IDH3G,AC007216.4,ZCCHC24,RTN4RL2,RNU6ATAC35P,SLC24A3,SLC18A2,ARHGAP30,SIGLEC6,AC022306.2
31040,CNDP2,AC005329.1,CHCHD3,TBC1D30,IL31RA,SATB1,APOL2,AC022400.7,MCF2,EBI3,COPG1,SNRK-AS1,AC018797.2
31041,NDUFA6,AC127070.2,FOSL2,AL161781.2,ALS2CL,DBNL,SENCR,CLDN19,AC010175.1,KLHDC9,PLSCR1,ZBTB20-AS4,TFAP2E
31042,RBM42,AC009560.1,LENG1,ULK2,TTLL4,GSTZ1,WDFY2,DRICH1,AC007182.1,AL590708.1,EMC4,NPW,AC012360.1
31043,SDHC,ZSWIM5,CLK1,OGT,CPQ,PUDP,CD200R1,HSPA12A,CRNDE,CCDC168,DND1,RAB26,FAM83G
31044,APBB1IP,PACRG,ATG12,FABP5,ENY2,NUP58,CPAMD8,TLDC2,CTGF,APOC1,ESR2,ELAVL4,AC048382.5
31045,PINK1,WWC1,SH3TC1,NUP62,NDN,PLD3,SCML1,LINC02569,FREM3,NETO1,SPATA1,PCDH1,PTGFRN
31046,SIN3B,FP236383.2,CYFIP1,TFE3,COL4A3,HSPH1,AIMP2,KSR2,AC018742.1,AC009242.1,DERL2,HSD17B6,SV2A
31047,DHX57,LINC01422,RASGRP4,USP8,TMEM131,DNAAF1,ATF6,AL390198.1,AC010680.5,DEPDC7,TXLNG,TMEM236,AC004494.1
31048,WSB2,SERP2,SNRNP25,GPAA1,SMOX,FGF9,GPD2,C2orf50,AL122035.1,TRBV5-1,S100A10,TPPP,KIZ-AS1
31049,ACOX1,AC009812.3,BRD7,ANXA4,RHOT1,TNF,MBNL2,RIMBP3C,AP001496.1,AP002449.1,CHCHD7,CDC20B,BATF2
31050,ZNF316,LINC01952,MAPK14,MKNK1,B3GNT7,BEX3,EDAR,AL138694.1,TDRD12,AL357033.1,SERPINF2,TM7SF2,ANGPT1
31051,RIC1,XKR9,TPMT,BOD1L1,MT1G,IMPACT,FAM110B,GALNTL6,TRIM17,AL359198.1,ARF4-AS1,NLRP7,AC092490.1
31052,OAS3,TMEM254-AS1,SCARB2,DNMBP,C18orf65,AC022098.2,LANCL2,AC055764.2,AC005261.2,SNHG19,RBM17,IDO1,ZNF749
31053,GMPPA,SHE,MAX,AC079630.1,ZNF135,SPINT1-AS1,MPPE1,GRTP1,LRRC70,FAM111B,MS4A1,CRIP2,AL139260.1
31054,TMOD3,AC012414.5,IFI6,TMIGD2,ALPK2,TPTEP2-CSNK1E,CARS2,AL355075.1,CDHR2,FUT7,ZDHHC2,FBXO43,AMACR
31055,TIPARP,AC093901.1,TFG,RAPGEF2,LINC00482,LLGL1,TRGV10,TTLL9,NPTX1,CD22,TIMM10,KIT,LINC01624
31056,HDAC2,GJB6,VAV1,PIGZ,PPM1H,ZNF547,CMTM2,ADORA1,RIBC2,CCNA2,PPA1,BEX1,AC006213.2
31057,PPP1CB,SHD,IARS2,SCN9A,LINC00659,PJVK,C15orf48,AC067930.1,LEP,ALOX5AP,TIGD6,TFPI,MAP3K9
31058,FFAR2,RGS9BP,WAC-AS1,CTBP1,BCAR3,AC090970.2,AC017083.1,HM13-AS1,AC009549.1,LINC02413,KLHL26,KLHL10,TNK2-AS1
31059,PTRHD1,GCK,NBPF14,TRAFD1,CRYBG2,CBX4,FEM1B,AC026803.2,FSCN3,MCM10,AC006369.1,AC127537.1,SMIM33
31060,TTLL4,SMIM35,RPS6KB2,IMPACT,SYNPO2,SYNE3,TIMM50,NME9,AC087393.2,AC074099.1,FAM49A,TMEM132E,CDC42EP3
31061,HPS5,IGLV2-14,GRSF1,SAMD8,PROC,SLC4A3,APBB1,UPK2,AC074366.1,CEP55,CCDC90B,MIR193BHG,ELOVL4
31062,SBNO2,CACNA1C-AS1,WDR45,MRPL33,NRARP,LNX1,ARHGAP27,CHGB,AL121672.3,ESM1,PHB,TCF7L1,BHLHE41
31063,UBB,LINC01547,MIIP,MACROD2,NOTCH2NL,EPHB3,GLA,NKPD1,ARHGEF33,SLC45A3,HIST1H4C,LGALS9C,LINC01094
31064,HGS,FFAR1,MRPL44,OTOA,TEX9,KCNJ2-AS1,DCTN3,AC012377.1,AL136379.1,NEFM,SNX17,AP000866.5,AL035530.2
31065,CBWD1,ZNF662,TCEAL8,ZHX1,VAV1,AC007262.2,RIT1,SEMA5A,GRIK5,CD19,BCL2,AL512631.1,SSTR2
31066,UCK2,AC233976.1,ZDHHC12,UBXN6,PRR14L,TCEAL9,EDEM3,SH3TC2,AP001372.3,ZFYVE28,RPL7L1,AC010761.2,Z69706.1
31067,STARD7,AC015849.3,BEX4,KIAA1468,ARHGAP5,OR52K1,ANO10,AP006216.1,AC026979.3,ACSL6,SYNJ2BP,MMP2-AS1,AC068580.4
31068,CCAR1,MYRF,NOB1,BRSK1,CEBPE,OR2A1-AS1,SERP1,AC005154.6,AC120024.1,MEIS1,AC027031.2,LBX2,NLGN2
31069,NANS,ANKRD29,WNK1,GOLGA8Q,RERE,CLTC,KCTD3,MIR4422HG,AP003059.1,AL357060.1,RNF167,FAM72D,AC008079.2
31070,FAM198B-AS1,AC090617.5,ALOX5AP,WNT6,PRPF40A,CCR6,RAE1,AC007569.1,AC024267.6,CLUAP1,PSMG2,AC009495.3,ZBTB11
31071,CA2,HID1,CCDC28A,RTEL1-TNFRSF6B,CHRM3-AS2,PRKRA,AKT1,AC091965.4,STBD1,ORC1,DUSP4,AC026254.2,RAB32
31072,YIPF4,LINC01801,ARHGAP17,FAM209B,AC009093.2,MRPL23,GLIPR1L2,AC005393.1,ZNF541,MED12L,AC108673.2,COL15A1,SPRY1
31073,ERBIN,AC005696.1,NSL1,IST1,KRT23,GIT2,SERINC1,SMPDL3B,TMEM171,AC012640.1,CLCF1,AL603832.2,AC123777.1
31074,ABCC3,AC104984.6,KARS,POGK,LINC01736,CEP85L,RDH11,HIST1H2AH,ANKRD24,AC010422.3,AC092140.1,AP002907.1,KCNMA1
31075,PRKAG1,AL137779.2,EBNA1BP2,MAPK8IP3,AC007228.2,HIP1,NBR1,MSH2,AC022762.2,AC027449.1,ACOT4,NOXO1,SDS
31076,GALNS,ZNF571-AS1,ARL14EP,REEP5,MOSPD2,TMEM63A,UBL3,AL358472.5,P2RX6,KLRK1,HIST1H4D,LPAR3,ABHD1
31077,PIK3C2A,AL512622.1,UTP6,POR,AC097634.1,CLUAP1,NSMF,MXRA7,HPX,AL137796.1,CCDC43,AC087286.3,LYNX1
31078,INSIG1,RIPOR3,STK24,CERCAM,SIAE,SNCA,SF3B1,EXO1,CYB5R2,AC073529.1,SCLT1,AP001020.3,F2RL1
31079,YKT6,PIANP,PCMTD1,AC009962.1,HCCS,YIF1B,TBRG1,CDHR1,POC1B-GALNT4,ANGPTL1,PSMC3,IDI2-AS1,FAM171A1
31080,C7orf50,WNT16,LRRC59,PIGA,LYPLAL1,CBR1,AC011899.3,HTR2B,LINC00501,AC010531.3,CARHSP1,KIAA1614,DOK7
31081,UBN1,AC019197.1,CD180,ZNF641,MMEL1,DDIT3,POMK,SLC16A13,EXTL3-AS1,TIMD4,PSMG4,AC243585.2,AL731569.1
31082,MRAS,ITIH5,VPS26A,PTPN23,ERICH1,RAVER2,PLEKHN1,SLC6A4,AC012368.2,SAP30L-AS1,RAB11FIP5,ZNF705E,DLEC1
31083,NT5C,DISP3,SETX,ABTB1,TMBIM6,AL161935.3,PRKAR2B,N6AMT1,FARP1-AS1,JAKMIP3,CACNA1I,OR51M1,LIMD2
31084,PTDSS1,NRIP2,COPB1,VNN3,KIAA0232,CREBRF,SLC38A6,SLC27A5,MARVELD2,RP1L1,SYP,MIR497HG,LY86
31085,SLC35A1,RNF157-AS1,ELOVL1,RCN3,MITF,GUCD1,SPAG9,DHRS13,AC090425.2,AC005534.1,AC015819.1,MAP2,TMSB4X
31086,UGGT2,AKAP6,DPYD,ELOVL1,PLAU,FLI1,TNFRSF9,ZNF616,AC092436.4,LAMA2,CCDC163,LGR4,AL117379.1
31087,SLC4A2,CCDC85C,ITPK1,KHSRP,TSPAN3,IGF2BP2,CD274,PLA2G6,AL357078.3,EIF2S3B,SEMA4F,MARVELD3,DENND6A-DT
31088,VPS36,CYB5A,NUDT5,MAU2,NDST2,PTGDR2,SPRED2,ZNF790,EXOC3L2,AL158163.2,ZNF763,AC068389.4,IRS1
31089,AC104794.2,DTL,DHX9,IRAK1,SUN1,AL136040.1,TIMM13,JCHAIN,AC005523.1,AC007998.4,AC009283.1,KCNN3,AP001267.1
31090,MIR222HG,RPS28,EFCAB14,HGSNAT,PLD2,KCNG1,ARMH1,PBX1,DIRC3,CCIN,ASB2,SOX6,LINC01635
31091,ANKRD28,ZNF721,COMMD5,SPPL2B,PRKAR1A,STX16,DAZAP2,KCNC1,AC113414.1,TM4SF19,CDC25B,SEC16B,REM2
31092,UBXN4,PDP2,ERICH1,ARHGAP9,AP4E1,AKIRIN2,BRD3,MORN3,AC024361.2,MIA-RAB4B,CDYL2,SLC22A31,SERF1A
31093,ZNF217,AC008764.6,TIMM17A,SLC18B1,UEVLD,CASK,SSR1,CFAP97,CCDC42,AP001330.5,AZIN2,LCMT1-AS2,AC107068.1
31094,USP7,ROBO3,DOK1,PTPN2,AZIN1,USP53,TXN2,ENPP1,AC008945.1,AC009123.1,AC004241.1,AC004771.3,FBXO36
31095,MARK3,SLC7A5,BPTF,HNRNPH2,STK3,AHCYL1,AC133644.2,AC007240.1,AC063943.1,ASIC3,PREB,AC103996.2,PAGR1
31096,CLPB,NCAPG,CD151,PPP1R3G,SEPT9,KDM2A,MLC1,CPXM1,LINC02586,FAM3D,RETN,AC009226.1,GPR150
31097,NUCB1,ZNF850,ZNF277,GLYR1,ZRANB1,TP53INP1,WBP2NL,USP43,ANO7,AC126763.1,CCDC151,NGFR,AC096677.1
31098,FAM96B,ZNF426-DT,APOBR,COL4A4,CYSLTR2,TGM2,ZC3H12C,NEK2,OGFR-AS1,AL049795.1,TMEM9B,AC007879.3,AP001062.1
31099,AC108134.3,MIR210HG,UBA1,CTTNBP2,RC3H1,RASGEF1B,UBTD1,C1orf194,AC145422.1,AL121992.1,HAT1,VAV3-AS1,ANKHD1-EIF4EBP3
31100,RAB35,AC091057.6,TMEM170B,AK2,ZNF672,RAB3IP,TPM4,AC073288.1,AC005695.3,AC069503.2,TMEM179B,COLCA1,FPR3
31101,DAB2,MMRN1,PSMD14,PRPF40A,LARP4B,HS3ST1,TRAV13-2,CCDC81,AC004754.1,TMEM246,LTV1,AC109449.1,UPP1
31102,NELFB,SPTSSB,EIF4A1,SLC4A2,AC092171.4,CC2D2B,SRSF2,DGKK,AC068768.2,AL158055.1,RNF165,LINC01374,DPH1
31103,SMG1,AC009133.1,ARHGEF6,UBR2,AC092171.3,NKX3-1,ACTR1A,DLGAP2,AC022182.1,DLL3,TXNDC12,SLX1B,RNF175
31104,HTATIP2,MRC1,CHRAC1,ZNF318,INTU,BTF3L4,HLA-C,MXRA8,AC005304.3,AL590787.1,ZPR1,AC092375.2,AC008676.1
31105,CWC25,DPYSL4,RHOC,DDIAS,AC093788.1,IDH3A,TUBA1C,RAB6B,MAJIN,AC103563.7,AHCY,AC105942.1,AC012358.3
31106,CHST7,ICAM2,SERPINB8,PRR13,AL136162.1,RGL2,MT1E,SLC4A1,AC091173.1,S100A2,RAB5IF,AC016738.1,TERC
31107,SIGLEC5,TRBV5-1,HSPD1,RPRD1A,AL358781.1,ACAP3,TMEM250,SIGLEC6,LINC01118,STARD13,GOLGA8R,AL513329.1,SYCP3
31108,VRK2,EBI3,EP300,PRKAR2A,SDK2,ZNF630,FEZ2,TMEM236,ACTN3,GPRASP2,ZNF235,AC009133.2,EEF1AKMT3
31109,ELK3,KLHDC9,ATG5,MBD6,TMCC1-AS1,IL27,SMARCA2,AC008763.1,SLC5A10,AC240565.1,SLC22A4,AC126755.3,LRRN1
31110,IL18RAP,SLC7A11,HEXA,MGRN1,HSPG2,SPDYE16,DPEP2,AC113404.1,AC026367.2,TEAD3,TOGARAM2,PAPPA,SLC46A1
31111,SPAG7,NUPR2,SWAP70,ARMH1,FAM53A,DNAJC13,NPEPPS,ZBTB20-AS4,SLC47A2,FAM184B,TMX1,AL590560.2,ZBTB8A
31112,PPP1R14B,AL357033.1,TMEM101,ZBTB34,AC008494.3,PLA2G15,MLXIP,SNRK-AS1,KCNG3,AL109811.2,CBR1,AC093388.1,STON2
31113,AC009093.2,NETO1,FEZ2,SNRNP25,PLAT,AL360012.1,SLC35F3,MME,AC012615.2,LYG1,DHRS7,DNAJC12,MT-ND3
31114,SPATS2L,APOC1,TSN,FBXL20,ERLIN2,CPNE8,NDUFC2,TPPP,AL022328.1,C9orf116,SDHD,AL354710.2,KIF19
31115,MICU1,DEPDC7,C16orf54,DRAXIN,UBTD1,EIF2AK4,AP3D1,PCDH1,AC118658.1,AC098829.1,MYO6,AP001267.2,AL355922.1
31116,PPP6R1,SLC18A2,IL6R,CHD1,STRN4,BEND5,GALNT6,AC103957.2,LYPD5,CPNE7,CD4,MEIOC,GAS2L3
31117,SMPDL3A,C8orf88,LMO4,APC,ZNF787,REPIN1,SCARB1,FCGR3B,AC106820.2,CPEB2-DT,AC008040.5,AL356215.1,KIR2DL1
31118,TMUB2,TAF1D,PGP,ZNF217,FAM86B1,P2RX4,RNF181,ELAVL4,UTS2B,TNS2,CLDN23,LINC02166,PPP1R32
31119,UTF1,URI1,AK6,NRBF2,PSD3,NIPSNAP3B,SLC38A7,RAB26,AC018410.1,ANKRD20A4,TTC30B,NPIPB3,CLCN4
31120,MBNL1,FOXP3,MAP3K11,CSNK2B,C3,AC002451.1,H2AFV,HSD17B6,LINC01366,RAB9B,ZNF483,PDF,AP001412.1
31121,C2CD2L,HENMT1,LRCH4,GUCD1,STK32C,CABYR,GNAI3,TMEM45A,AC145207.6,TRAV19,SPCS1,AC064807.4,AC095055.1
31122,NCOA3,AC097376.2,CNPY2,NMUR1,FEM1C,KLHL34,NMRK1,NIPA1,AC009065.8,RBFOX3,PEAK3,XKR4,AC234772.3
31123,FAM129C,NBPF15,DDIT4,CS,SCAMP5,NCEH1,ARSG,ADAM19,DNASE1L2,NPHP1,AC022211.2,FSD2,G0S2
31124,GBA,METTL23,DNAJC10,AC091057.3,TMEM164,AC023157.3,PI4KA,LMOD3,RASAL1,AL603910.1,GNG10,AC109347.2,SPSB1
31125,TRAPPC11,AL133453.1,RCOR1,ZNF433,NBPF26,PHB2,OGFR,AL592494.3,C4orf50,ABLIM2,BICDL2,AC022098.3,ACOT11
31126,JTB,RNF139-AS1,TRIM44,AC090970.2,YIPF4,DYNC1LI1,HNRNPA2B1,NLRP7,CXADR,AC013731.1,TUSC2,LINC01841,AL590705.1
31127,GNA13,EHD3,ADAM10,SLC4A3,SLC35A1,RAB30,SERPINB2,AC004817.3,PTPRCAP,FAM153B,FUCA1,AL049697.1,MATK
31128,FCAR,ELAC1,ZDHHC4,SDHD,AL731563.3,ILF3,DLL1,CREM,C17orf99,AL355916.1,AL645608.8,FILIP1,AL031283.1
31129,RTL8C,HIST1H2BI,TMX4,KCNJ2-AS1,ATF3,KHDRBS1,WBP1L,SMPD3,AC078795.3,RBMS3,AP006623.1,AC009779.3,CCNB1
31130,TMEM9B,CCNE2,WDR61,OR52K1,SPIN1,UBALD2,PLXDC1,AL359513.1,AC027319.1,Z98884.1,ZKSCAN3,AC126283.1,ZNF366
31131,TGFBR3,ADGRA3,AZI2,CFLAR-AS1,TUT7,NAV1,WWP2,KLF9,AC005740.4,FRMPD3,KIAA1522,LRIT3,ZNF236-DT
31132,GEMIN7,PROC,RP2,CEPT1,BACE1,DNAJB12,SIGLEC15,TRIM73,AC072039.2,AC004889.1,RNASEH2A,AC013403.2,AL133410.1
31133,GMFG,MORC2,SSRP1,MFSD4B,STS,FAM110B,AC067930.4,HOXB4,SDK1,CDS1,HSD17B12,ATP1B3-AS1,AL357055.3
31134,SPHK1,SPINDOC,ZNF207,ZNF697,AC078883.1,EDAR,AL158071.3,FBXL16,AC069307.1,AC011405.1,GPA33,ZNF788P,AC011511.1
31135,TTL,FAM111B,HIST1H4C,AC004951.1,RNF41,PAQR8,AL451050.2,ANKRD36,ATP2A1,MINDY4,TESC,C4BPB,ZNF416
31136,RNPS1,HEG1,AKT1,ARRDC5,AC022098.1,RAB24,FSIP2,PLCXD2,AL358075.2,AL035461.2,LINC01127,Z95114.1,AC010883.1
31137,SLC1A4,EPHA2,GSN,SYNCRIP,NCSTN,HSPBAP1,IQCK,AK1,CYP21A2,DOK4,MAGI3,RDH16,SPTY2D1OS
31138,OLR1,MACF1,PISD,PNRC1,TACC1,SLC38A2,MAN1B1,KIF18B,AC011939.3,AL137145.2,H2AFX,AL355076.2,C21orf62-AS1
31139,CDC42BPB,NOC3L,BCL2A1,KIF13B,MAFK,ATP5F1B,RCN1,FBXO43,SPRY4,LINC01825,ASNA1,AC008747.1,PFN2
31140,MKL1,AC100793.2,CCDC115,GRIPAP1,ZDHHC19,C15orf48,CENPT,KIT,LINC01191,ADARB2,DYRK2,DPY19L2,HCN2
31141,SCARB1,ARAP2,SPN,PHKG2,MAVS,COX7B,HIP1,ZBP1,SGK2,CFAP45,SLIRP,AL138963.1,CCDC154
31142,METTL22,FZD3,USE1,PPP2CB,STAG2,AC087741.1,CSNK1A1,THNSL1,AL121972.1,AC023813.3,RPL4,LGI4,ELF3
31143,CPED1,DHODH,ST8SIA4,AL161935.3,AL445686.2,RHOA,RC3H1,OSER1-DT,ITGA11,TRBV18,SURF1,AC018761.2,ZNF79
